question,expected_sql,scope,base_sql,ft_sql,base_safe,ft_safe,base_exec,ft_exec,base_semantic,ft_semantic
"super, détailles moi les chiffres de 2022 par famille de produits","SELECT tp.FAMILLE, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) AS CA_2022 FROM avisia-self-service-analytics.reine_des_maracas.ticket_caisse tc JOIN avisia-self-service-analytics.reine_des_maracas.referentiel ref ON tc.EAN = ref.EAN JOIN avisia-self-service-analytics.reine_des_maracas.typo_produit tp ON ref.ID_MODELE = tp.ID_MODELE WHERE tp.LIGNE = 'Bain' AND SUBSTR(tc.DATE_TICKET, 7, 4) = '2022' AND tc.ANNULATION = False GROUP BY tp.FAMILLE",in_scope,INCOMPLETE_SCHEMA,"SELECT tp.FAMILLE, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) AS CA_2022 FROM avisia-self-service-analytics.reine_des_maracas.ticket_caisse tc JOIN avisia-self-service-analytics.reine_des_maracas.referentiel ref ON tc.EAN = ref.EAN JOIN avisia-self-service-analytics.reine_des_maracas.typo_produit tp ON ref.ID_MODELE = tp.ID_MODELE WHERE tp.LIGNE = 'Vêtements' AND SUBSTR(tc.DATE_TICKET, 7, 4) = '2022' AND tc.ANNULATION = False GROUP BY tp.FAMILLE ORDER BY CA_2022 DESC;",False,True,False,True,1,1
"Donen moi la répartition du chiffre d'affaire par famille de produit pour le magasin ""LA DEFENSE""","SELECT tp.FAMILLE, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) AS CA_Famille FROM avisia-self-service-analytics.reine_des_maracas.ticket_caisse tc JOIN avisia-self-service-analytics.reine_des_maracas.referentiel ref ON tc.EAN = ref.EAN JOIN avisia-self-service-analytics.reine_des_maracas.typo_produit tp ON ref.ID_MODELE = tp.ID_MODELE JOIN avisia-self-service-analytics.reine_des_maracas.magasin m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE WHERE m.VILLE = 'LA DEFENSE' AND SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' AND tc.ANNULATION = False GROUP BY tp.FAMILLE ORDER BY CA_Famille DESC;",in_scope,INCOMPLETE_SCHEMA,"SELECT tp.FAMILLE, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) AS CA FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` AS tc JOIN `avisia-self-service-analytics.reine_des_maracas.referentiel` AS ref ON tc.EAN = ref.EAN JOIN `avisia-self-service-analytics.reine_des_maracas.typo_produit` AS tp ON ref.ID_MODELE = tp.ID_MODELE JOIN `avisia-self-service-analytics.reine_des_maracas.magasin` AS m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE WHERE m.VILLE = 'LA DEFENSE' AND SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' AND tc.ANNULATION = False GROUP BY tp.FAMILLE ORDER BY CA DESC;",False,True,False,True,1,2
Peux tu me faire une répartition du CA dépensé par famille de produit ?,"SELECT tp.FAMILLE, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) AS CA_total FROM avisia-self-service-analytics.reine_des_maracas.ticket_caisse tc JOIN avisia-self-service-analytics.reine_des_maracas.referentiel ref ON tc.EAN = ref.EAN JOIN avisia-self-service-analytics.reine_des_maracas.typo_produit tp ON ref.ID_MODELE = tp.ID_MODELE WHERE tc.ANNULATION = FALSE GROUP BY tp.FAMILLE ORDER BY CA_total DESC;",in_scope,INCOMPLETE_SCHEMA,"SELECT tp.FAMILLE, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) AS CA FROM avisia-self-service-analytics.reine_des_maracas.ticket_caisse tc JOIN avisia-self-service-analytics.reine_des_maracas.referentiel ref ON tc.EAN = ref.EAN JOIN avisia-self-service-analytics.reine_des_maracas.typo_produit tp ON ref.ID_MODELE = tp.ID_MODELE WHERE tc.ANNULATION = False GROUP BY tp.FAMILLE ORDER BY CA DESC;",False,True,False,True,0,1
et quelle est la différence cumulée entre les deux sur l'ensemble de l'année 2023 ?,"WITH CA_Paris_CentreVille AS ( SELECT tc.ID_INDIVIDU, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) AS CA_Total FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` AS tc JOIN `avisia-self-service-analytics.reine_des_maracas.referentiel` AS ref ON tc.EAN = ref.EAN JOIN `avisia-self-service-analytics.reine_des_maracas.typo_produit` AS tp ON ref.ID_MODELE = tp.ID_MODELE JOIN `avisia-self-service-analytics.reine_des_maracas.magasin` AS m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE WHERE tp.LIGNE = 'Bain' AND m.VILLE = 'Paris' AND m.CENTRE_VILLE IN ('Centre Ville', 'Centre ville') AND SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' AND tc.ANNULATION = False GROUP BY tc.ID_INDIVIDU ), CA_Total_Paris_CentreVille AS ( SELECT AVG(CA_Total) AS CA_Moyen_Paris_CentreVille FROM CA_Paris_CentreVille ), CA_Tous_Clients AS ( SELECT tc.ID_INDIVIDU, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) AS CA_Total FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` AS tc JOIN `avisia-self-service-analytics.reine_des_maracas.referentiel` AS ref ON tc.EAN = ref.EAN JOIN `avisia-self-service-analytics.reine_des_maracas.typo_produit` AS tp ON ref.ID_MODELE = tp.ID_MODELE WHERE tp.LIGNE = 'Bain' AND SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' AND tc.ANNULATION = False GROUP BY tc.ID_INDIVIDU ), CA_Moyen_Tous_Clients AS ( SELECT AVG(CA_Total) AS CA_Moyen_Tous FROM CA_Tous_Clients ) SELECT t1.CA_Moyen_Paris_CentreVille - t2.CA_Moyen_Tous AS Difference_CA_Moyen FROM CA_Total_Paris_CentreVille AS t1, CA_Moyen_Tous_Clients AS t2",out_of_scope,INCOMPLETE_SCHEMA,"WITH CA_Magasins_Paris_2023 AS ( SELECT m.CODE_BOUTIQUE, m.VILLE, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) AS CA_2023 FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` AS tc JOIN `avisia-self-service-analytics.reine_des_maracas.magasin` AS m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE WHERE m.VILLE LIKE '%Paris%' AND SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' AND tc.ANNULATION = False GROUP BY m.CODE_BOUTIQUE, m.VILLE ), CA_Magasins_Paris_2023_CDV AS ( SELECT m.CODE_BOUTIQUE, m.VILLE, m.CENTRE_VILLE, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) AS CA_2023 FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` AS tc JOIN `avisia-self-service-analytics.reine_des_maracas.magasin` AS m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE WHERE m.VILLE LIKE '%Paris%' AND SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' AND tc.ANNULATION = False GROUP BY m.CODE_BOUTIQUE, m.VILLE, m.CENTRE_VILLE ) SELECT AVG(CASE WHEN cdv.CENTRE_VILLE = 'Oui' THEN ca.CA_2023 ELSE NULL END) - AVG(CASE WHEN cdv.CENTRE_VILLE = 'Non' THEN ca.CA_2023 ELSE NULL END) AS difference_ca FROM CA_Magasins_Paris_2023_CDV AS cdv JOIN CA_Magasins_Paris_2023 AS ca ON cdv.CODE_BOUTIQUE = ca.CODE_BOUTIQUE;",False,True,False,True,1,1
"Quel est le CA moyen que ces clients réalisent, versus le CA moyen de l'ensemble des clients ?","WITH ClientsMaillots AS ( SELECT DISTINCT tc.ID_INDIVIDU FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` AS tc JOIN `avisia-self-service-analytics.reine_des_maracas.referentiel` AS ref ON tc.EAN = ref.EAN JOIN `avisia-self-service-analytics.reine_des_maracas.typo_produit` AS tp ON ref.ID_MODELE = tp.ID_MODELE WHERE tp.FAMILLE = 'Bain_Maillot' ), ClientsMaillotsParisCentreVille AS ( SELECT DISTINCT tc.ID_INDIVIDU FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` AS tc JOIN `avisia-self-service-analytics.reine_des_maracas.referentiel` AS ref ON tc.EAN = ref.EAN JOIN `avisia-self-service-analytics.reine_des_maracas.typo_produit` AS tp ON ref.ID_MODELE = tp.ID_MODELE JOIN `avisia-self-service-analytics.reine_des_maracas.magasin` AS m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE WHERE tp.FAMILLE = 'Bain_Maillot' AND m.REGIONS = 'Paris' AND m.CENTRE_VILLE IN ('Centre Ville', 'Centre ville') ), CaMoyenClients AS ( SELECT AVG(tc.PRIX_AP_REMISE * tc.QUANTITE) AS CaMoyen FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` AS tc JOIN ClientsMaillots AS cm ON tc.ID_INDIVIDU = cm.ID_INDIVIDU ), CaMoyenClientsParisCentreVille AS ( SELECT AVG(tc.PRIX_AP_REMISE * tc.QUANTITE) AS CaMoyenParisCentreVille FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` AS tc JOIN ClientsMaillotsParisCentreVille AS cmpcv ON tc.ID_INDIVIDU = cmpcv.ID_INDIVIDU ) SELECT (SELECT CaMoyenParisCentreVille FROM CaMoyenClientsParisCentreVille) AS CaMoyenParisCentreVille, (SELECT CaMoyen FROM CaMoyenClients) AS CaMoyenTousClients",in_scope,INCOMPLETE_SCHEMA,"WITH Clients_Modele_Famille AS ( SELECT DISTINCT tc.ID_INDIVIDU, tp.FAMILLE FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` AS tc JOIN `avisia-self-service-analytics.reine_des_maracas.referentiel` AS ref ON tc.EAN = ref.EAN JOIN `avisia-self-service-analytics.reine_des_maracas.typo_produit` AS tp ON ref.ID_MODELE = tp.ID_MODELE WHERE tp.FAMILLE = 'Maillots de bain' ), Clients_Maillots AS ( SELECT DISTINCT ID_INDIVIDU FROM Clients_Modele_Famille ), CA_Clients_Maillots AS ( SELECT tc.ID_INDIVIDU, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) AS CA_Total FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` AS tc JOIN Clients_Maillots AS cm ON tc.ID_INDIVIDU = cm.ID_INDIVIDU GROUP BY tc.ID_INDIVIDU ), CA_Moyen_Clients_Maillots AS ( SELECT AVG(CA_Total) AS CA_Moyen_Maillots FROM CA_Clients_Maillots ), CA_Moyen_Tous_Clients AS ( SELECT AVG(tc.PRIX_AP_REMISE * tc.QUANTITE) AS CA_Moyen_Tous FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` AS tc ) SELECT (SELECT CA_Moyen_Maillots FROM CA_Moyen_Clients_Maillots) AS CA_Moyen_Clients_Maillots, (SELECT CA_Moyen_Tous FROM CA_Moyen_Tous_Clients) AS CA_Moyen_Tous",False,True,False,True,0,2
Quel est le CA moyen que réalisent ceux qui achètent des maillots versus le CA moyen de l'ensemble des clients ?,"WITH ClientsMaillots AS ( SELECT DISTINCT tc.ID_INDIVIDU FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` tc JOIN `avisia-self-service-analytics.reine_des_maracas.referentiel` ref ON tc.EAN = ref.EAN JOIN `avisia-self-service-analytics.reine_des_maracas.typo_produit` tp ON ref.ID_MODELE = tp.ID_MODELE WHERE tp.FAMILLE = 'Bain_Maillot' ), CAParClient AS ( SELECT tc.ID_INDIVIDU, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) AS CA_Total FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` tc GROUP BY tc.ID_INDIVIDU ) SELECT ROUND(AVG(CASE WHEN cm.ID_INDIVIDU IS NOT NULL THEN cac.CA_Total ELSE NULL END), 2) AS CA_Moyen_Clients_Maillots, ROUND(AVG(cac.CA_Total), 2) AS CA_Moyen_Tous_Clients FROM CAParClient cac LEFT JOIN ClientsMaillots cm ON cac.ID_INDIVIDU = cm.ID_INDIVIDU",in_scope,INCOMPLETE_SCHEMA,"WITH ClientsMaillots AS ( SELECT DISTINCT tc.ID_INDIVIDU FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` tc JOIN `avisia-self-service-analytics.reine_des_maracas.referentiel` ref ON tc.EAN = ref.EAN JOIN `avisia-self-service-analytics.reine_des_maracas.typo_produit` tp ON ref.ID_MODELE = tp.ID_MODELE WHERE tp.FAMILLE = 'Maillots' ), CAMoyenClientsMaillots AS ( SELECT AVG(tc.PRIX_AP_REMISE * tc.QUANTITE) AS CA_moyen_maillots FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` tc JOIN ClientsMaillots cm ON tc.ID_INDIVIDU = cm.ID_INDIVIDU ), CAMoyenTousClients AS ( SELECT AVG(tc.PRIX_AP_REMISE * tc.QUANTITE) AS CA_moyen_tous FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` tc ) SELECT (SELECT CA_moyen_maillots FROM CAMoyenClientsMaillots) AS CA_moyen_clients_maillots, (SELECT CA_moyen_tous FROM CAMoyenTousClients) AS CA_moyen_tous_clients",False,True,False,True,0,2
"Effectue une segmentation RFM (récence, fréquence, montant) sur les clients par rapport à leurs achat. Puis donne moi les volumes par groupes. 

Ne met aucun commentaire dans le code SQL généré pour éviter tout erreur de syntaxe.
Et voici la fonction SQL à utiliser pour exploiter la variable DATE_TICKET : PARSE_DATE('%d/%m/%Y', DATE_TICKET)","WITH RFM AS ( SELECT ID_INDIVIDU, DATE_DIFF(CURRENT_DATE(), MAX(PARSE_DATE('%d/%m/%Y', DATE_TICKET)), DAY) AS Recence, COUNT(DISTINCT NUM_TICKET) AS Frequence, SUM(PRIX_AP_REMISE * QUANTITE) AS Montant FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` WHERE ANNULATION = False GROUP BY ID_INDIVIDU ), Quartiles AS ( SELECT ID_INDIVIDU, Recence, Frequence, Montant, NTILE(4) OVER (ORDER BY Recence DESC) AS R_Quartile, NTILE(4) OVER (ORDER BY Frequence) AS F_Quartile, NTILE(4) OVER (ORDER BY Montant) AS M_Quartile FROM RFM ) SELECT R_Quartile, F_Quartile, M_Quartile, COUNT(*) AS Nombre_Clients FROM Quartiles GROUP BY R_Quartile, F_Quartile, M_Quartile ORDER BY R_Quartile, F_Quartile, M_Quartile",in_scope,INCOMPLETE_SCHEMA,"WITH RFM AS ( SELECT ID_INDIVIDU, DATE_DIFF(CURRENT_DATE(), MAX(PARSE_DATE('%d/%m/%Y', DATE_TICKET)), DAY) AS Recence, COUNT(DISTINCT NUM_TICKET) AS Frequence, SUM(PRIX_AP_REMISE * QUANTITE) AS Montant FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` WHERE ANNULATION = False GROUP BY ID_INDIVIDU ), Quartiles AS ( SELECT ID_INDIVIDU, Recence, Frequence, Montant, NTILE(4) OVER (ORDER BY Recence DESC) AS R_Quartile, NTILE(4) OVER (ORDER BY Frequence) AS F_Quartile, NTILE(4) OVER (ORDER BY Montant) AS M_Quartile FROM RFM ) SELECT R_Quartile, F_Quartile, M_Quartile, COUNT(*) AS Nombre_Clients FROM Quartiles GROUP BY R_Quartile, F_Quartile, M_Quartile ORDER BY R_Quartile, F_Quartile, M_Quartile;",False,True,False,True,2,2
par contre,INCOMPLETE_SCHEMA,out_of_scope,INCOMPLETE_SCHEMA,INCOMPLETE_SCHEMA,False,False,False,False,1,1
Quelles sont les donnes à disposition ?,INCOMPLETE_SCHEMA,in_scope,INCOMPLETE_SCHEMA,INCOMPLETE_SCHEMA,False,False,False,False,2,1
Donne moi les 5 derniers consultants arrivés,INCOMPLETE_SCHEMA,out_of_scope,INCOMPLETE_SCHEMA,INCOMPLETE_SCHEMA,False,False,False,False,1,1
quelles sont les top 5 des villes qui ont vendu le plus de produits en 2023 ?,INCOMPLETE_SCHEMA,in_scope,INCOMPLETE_SCHEMA,"SELECT m.VILLE, SUM(tc.QUANTITE) AS total_ventes FROM avisia-self-service-analytics.reine_des_maracas.ticket_caisse tc JOIN avisia-self-service-analytics.reine_des_maracas.magasin m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE WHERE SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' AND tc.ANNULATION = False GROUP BY m.VILLE ORDER BY total_ventes DESC LIMIT 5;",False,True,False,True,1,2
l'affaire parents,INCOMPLETE_SCHEMA,out_of_scope,INCOMPLETE_SCHEMA,INCOMPLETE_SCHEMA,False,False,False,False,0,1
Quel est le chiffre d'affaires total de l'année 2025 ?,INCOMPLETE_SCHEMA,in_scope,INCOMPLETE_SCHEMA,INCOMPLETE_SCHEMA,False,False,False,False,2,0
donne-moi le chiffre d'affaire de l'année 2024,"SELECT SUM(PRIX_AP_REMISE * QUANTITE) as ca_total_2024 FROM avisia-self-service-analytics.reine_des_maracas.ticket_caisse WHERE SUBSTR(DATE_TICKET, 7, 4) = '2024' AND ANNULATION = False;",in_scope,INCOMPLETE_SCHEMA,INCOMPLETE_SCHEMA,False,False,False,False,0,0
Quelle est la répartition de ce CA par région et par type de magasin?,"SELECT m.REGIONS, m.TYPE_MAGASIN, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) AS CA_total FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` AS tc JOIN `avisia-self-service-analytics.reine_des_maracas.referentiel` AS ref ON tc.EAN = ref.EAN JOIN `avisia-self-service-analytics.reine_des_maracas.typo_produit` AS tp ON ref.ID_MODELE = tp.ID_MODELE JOIN `avisia-self-service-analytics.reine_des_maracas.magasin` AS m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE WHERE tp.FAMILLE = 'Bain_Maillot' AND SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' GROUP BY m.REGIONS, m.TYPE_MAGASIN",in_scope,INCOMPLETE_SCHEMA,"SELECT m.REGIONS, m.TYPE_MAGASIN, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) AS CA_total FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` AS tc JOIN `avisia-self-service-analytics.reine_des_maracas.referentiel` AS ref ON tc.EAN = ref.EAN JOIN `avisia-self-service-analytics.reine_des_maracas.typo_produit` AS tp ON ref.ID_MODELE = tp.ID_MODELE JOIN `avisia-self-service-analytics.reine_des_maracas.magasin` AS m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE WHERE tp.FAMILLE = 'Vêtements' AND SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' AND tc.ANNULATION = False GROUP BY m.REGIONS, m.TYPE_MAGASIN ORDER BY m.REGIONS, m.TYPE_MAGASIN;",False,True,False,True,0,1
Quelle est la répartition de ce CA par région et par type de magasin ?,"SELECT m.REGIONS, m.TYPE_MAGASIN, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) AS CA_total FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` AS tc JOIN `avisia-self-service-analytics.reine_des_maracas.referentiel` AS ref ON tc.EAN = ref.EAN JOIN `avisia-self-service-analytics.reine_des_maracas.typo_produit` AS tp ON ref.ID_MODELE = tp.ID_MODELE JOIN `avisia-self-service-analytics.reine_des_maracas.magasin` AS m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE WHERE tp.LIGNE = 'Bain' AND SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' AND tc.ANNULATION = FALSE GROUP BY m.REGIONS, m.TYPE_MAGASIN ORDER BY m.REGIONS, m.TYPE_MAGASIN;",in_scope,INCOMPLETE_SCHEMA,"SELECT m.REGIONS, m.TYPE_MAGASIN, SUM(tc.PRIX_AP_REMISE * tc.QUANTITE) AS CA FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` AS tc JOIN `avisia-self-service-analytics.reine_des_maracas.referentiel` AS ref ON tc.EAN = ref.EAN JOIN `avisia-self-service-analytics.reine_des_maracas.typo_produit` AS tp ON ref.ID_MODELE = tp.ID_MODELE JOIN `avisia-self-service-analytics.reine_des_maracas.magasin` AS m ON tc.CODE_BOUTIQUE = m.CODE_BOUTIQUE WHERE tp.FAMILLE = 'Vêtements' AND SUBSTR(tc.DATE_TICKET, 7, 4) = '2023' AND tc.ANNULATION = False GROUP BY m.REGIONS, m.TYPE_MAGASIN ORDER BY m.REGIONS, m.TYPE_MAGASIN;",False,True,False,True,0,1
"Quel est le taux de conversion par vendeur (nombre de tickets / nombre d'ID_INDIVIDU distincts gérés par ce vendeur, en supposant qu'un vendeur gère un client si il a fait un ticket avec lui) ?","WITH VendeurClients AS (SELECT CODE_VENDEUR, COUNT(DISTINCT ID_INDIVIDU) AS nombre_clients FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` AS tc WHERE EXTRACT(YEAR FROM PARSE_DATE('%d/%m/%Y', DATE_TICKET)) = 2023 AND ANNULATION = FALSE AND ANNULATION_IMMEDIATE = FALSE GROUP BY CODE_VENDEUR), VendeurTickets AS (SELECT CODE_VENDEUR, COUNT(DISTINCT NUM_TICKET) AS nombre_tickets FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` AS tc WHERE EXTRACT(YEAR FROM PARSE_DATE('%d/%m/%Y', DATE_TICKET)) = 2023 AND ANNULATION = FALSE AND ANNULATION_IMMEDIATE = FALSE GROUP BY CODE_VENDEUR) SELECT vc.CODE_VENDEUR, vt.nombre_tickets, vc.nombre_clients, COALESCE(CAST(vt.nombre_tickets AS NUMERIC) / NULLIF(CAST(vc.nombre_clients AS NUMERIC), 0), 0) AS taux_conversion FROM VendeurClients AS vc JOIN VendeurTickets AS vt ON vc.CODE_VENDEUR = vt.CODE_VENDEUR;",in_scope,INCOMPLETE_SCHEMA,"WITH VendeurClients AS ( SELECT tc.CODE_VENDEUR, COUNT(DISTINCT tc.ID_INDIVIDU) AS nombre_clients FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` AS tc WHERE tc.ANNULATION = False GROUP BY tc.CODE_VENDEUR ), VendeurTickets AS ( SELECT tc.CODE_VENDEUR, COUNT(DISTINCT tc.NUM_TICKET) AS nombre_tickets FROM `avisia-self-service-analytics.reine_des_maracas.ticket_caisse` AS tc WHERE tc.ANNULATION = False GROUP BY tc.CODE_VENDEUR ) SELECT vc.CODE_VENDEUR, vt.nombre_tickets, vc.nombre_clients, COALESCE(CAST(vt.nombre_tickets AS NUMERIC) / NULLIF(CAST(vc.nombre_clients AS NUMERIC), 0), 0) AS taux_conversion FROM VendeurClients AS vc JOIN VendeurTickets AS vt ON vc.CODE_VENDEUR = vt.CODE_VENDEUR;",False,True,False,True,0,2
Quel est le dernier livre de Marc Levy ?,INCOMPLETE_SCHEMA,out_of_scope,INCOMPLETE_SCHEMA,INCOMPLETE_SCHEMA,False,False,False,False,0,1
"Quel produit est le plus à la mode ? (Tendance, nécessite des sources ex",INCOMPLETE_SCHEMA,out_of_scope,INCOMPLETE_SCHEMA,INCOMPLETE_SCHEMA,False,False,False,False,0,0
Quel type de chiffrement est utilisé pour les données sensibles ?,INCOMPLETE_SCHEMA,in_scope,INCOMPLETE_SCHEMA,INCOMPLETE_SCHEMA,False,False,False,False,1,2
"Y a-t-il des promotions en cours sur le site web ? (La base est transactionnelle, pas un site web)",INCOMPLETE_SCHEMA,out_of_scope,INCOMPLETE_SCHEMA,INCOMPLETE_SCHEMA,False,False,False,False,1,1
uels sont les avis des clients sur le magasin de Lille?,INCOMPLETE_SCHEMA,in_scope,INCOMPLETE_SCHEMA,INCOMPLETE_SCHEMA,False,False,False,False,0,1
Comment fonctionne la photosynthèse ?,INCOMPLETE_SCHEMA,out_of_scope,INCOMPLETE_SCHEMA,INCOMPLETE_SCHEMA,False,False,False,False,1,0
Quels sont les salaires des employés ? (La base ne contient pas d'informations sur les salaires),INCOMPLETE_SCHEMA,out_of_scope,INCOMPLETE_SCHEMA,INCOMPLETE_SCHEMA,False,False,False,False,2,1
Comment fidéliser les clients ?,INCOMPLETE_SCHEMA,in_scope,INCOMPLETE_SCHEMA,INCOMPLETE_SCHEMA,False,False,False,False,0,0
Quel est le taux de TVA appliqué sur les produits ? (Information fiscale absente),INCOMPLETE_SCHEMA,in_scope,INCOMPLETE_SCHEMA,INCOMPLETE_SCHEMA,False,False,False,False,1,1
Le magasin de Lyon est-il bien situé ?,INCOMPLETE_SCHEMA,out_of_scope,INCOMPLETE_SCHEMA,INCOMPLETE_SCHEMA,False,False,False,False,0,0
La marque a-t-elle une bonne image ?,INCOMPLETE_SCHEMA,out_of_scope,INCOMPLETE_SCHEMA,INCOMPLETE_SCHEMA,False,False,False,False,2,0
Quel est l'impact de la météo sur les ventes ?,INCOMPLETE_SCHEMA,out_of_scope,INCOMPLETE_SCHEMA,INCOMPLETE_SCHEMA,False,False,False,False,0,1
Quelle est l'adresse email du service client ? (Aucune information de contact de ce type),INCOMPLETE_SCHEMA,out_of_scope,INCOMPLETE_SCHEMA,INCOMPLETE_SCHEMA,False,False,False,False,2,2
Est-ce que je peux utiliser mes chèques-cadeaux en ligne?,INCOMPLETE_SCHEMA,in_scope,INCOMPLETE_SCHEMA,INCOMPLETE_SCHEMA,False,False,False,False,0,0
Quelle est la capitale de l'Australie ?,INCOMPLETE_SCHEMA,out_of_scope,INCOMPLETE_SCHEMA,INCOMPLETE_SCHEMA,False,False,False,False,2,2
Quelle est la formule chimique de l'eau ?,INCOMPLETE_SCHEMA,out_of_scope,INCOMPLETE_SCHEMA,INCOMPLETE_SCHEMA,False,False,False,False,1,0
Quel est le volume total (en Go) de la base de données ?,SELECT SUM(size_bytes)/1024/1024/1024 FROM `region-us`.INFORMATION_SCHEMA.TABLES,in_scope,INCOMPLETE_SCHEMA,SELECT SUM(size_bytes)/1024/1024/1024 FROM `region-us`.INFORMATION_SCHEMA.TABLES,False,True,False,False,1,2
